user_id;signup_started;signup_completed;acquisition_channel
00f892ab249f348d5dfb07eeeb77e9a1c558a9b1523e9db641239568187840da;2018-07-01 11:50:49;2018-08-09 23:10:04;Facebook Installs
372cb6d4d3e8a520edeb01282c4a34b95d7bea258cfe5306d81685aa6034e079;2018-07-01 11:57:10;2018-07-08 13:10:16;Organic
1f6651983cca24992a06fde18c82de12cd3f84382204d5485ffb748ffdd84586;2018-07-01 11:57:14;2018-07-01 12:26:10;Organic
1f7d3c933c618dc91d03c5c49ac4343e2c1353eed1688d83f732dad56ecad90c;2018-07-01 11:57:35;2018-07-01 12:10:05;Facebook Installs
7b71c35a0b633f2fd6ce5d5df3c5cdcd1005419d2cad8f8f569c5da952635221;2018-07-01 12:00:30;2018-07-01 12:15:18;Organic
1010119a4e62ee009af51c2e087cd75666006ff78385a32677def6187c50ba77;2018-07-01 12:03:23;2018-07-01 18:17:28;Organic
25bb0f0766e9059a6ba147d8a4de51339553e2271263156a958468ea436348f6;2018-07-01 12:06:21;2018-07-03 09:25:18;Organic
d5976520af970c35eb4a68351fa27f471555d2a9cd0c68a15834e61c5f3e66ef;2018-07-01 12:15:20;2018-07-02 10:50:02;Organic
89731a4cb6eb3661e67e1b858ec45e807feba0bf00e645fb189b434d8a0bb294;2018-07-01 12:19:56;2018-07-01 17:27:43;Organic
fa8f309c5959618f7dd7f365f1a8b150c5696eda16665ae3d606c9298d53cc31;2018-07-01 12:22:19;2018-07-01 12:30:34;Organic
2efe99e07b2634b5652ca853df0cc71727097706e6001d8a6a85754a7a278b6e;2018-07-01 12:32:59;2018-07-01 12:40:23;Organic
3644460bfcba83f236f5ca1c1b9fc2ed7af2cf626cab936e9695507a3b771426;2018-07-01 12:37:26;2018-07-01 14:40:02;Instagram Installs
228873c5800e137b93960e50f54d30c7afbfd1ab989fca78afd57ad426dc0b18;2018-07-01 12:53:18;2018-09-02 08:35:46;Referral
ef0cf10de080204aa13facaf8bc2e94dee1655128f198ab4766502c08a2a7ae5;2018-07-01 12:57:45;2018-07-01 13:10:26;Organic
a7b44bffe9ca15b5aedd24afed7c83fdb4d4c9768c5a7479547aca2c8c10c095;2018-07-01 13:03:59;2018-07-01 13:10:26;Organic
5851a825797d7339ee7dcafcdefdb1f176592d01bc1298f5e00c41f431555d91;2018-07-01 13:06:43;2018-07-01 13:50:02;Organic
7c8ecf4076bc18e4c330b2939e546147e0f9a4786557513eacb03714f0595252;2018-07-01 13:09:13;2018-07-01 13:43:01;Instagram Installs
56b0a5176a2fb844169aa997083906680a1a8194ba1484a068eaacf9ff567657;2018-07-01 13:13:44;2018-07-01 13:30:28;Organic
6446ac54fe4f601d38f4dba9a07bb99dd7194d680e2cdea774b1ff66aab6d69a;2018-07-01 13:17:37;2018-07-01 13:25:12;Organic
c6dd35223173f4f6f3370903d52b17e9fae4c587c1012c2a10cf95577dde4ad6;2018-07-01 13:21:58;2018-07-08 14:20:16;Organic
9612e4c0e7e35c55e1cfdb841204f3bbd1e58096f045c78cdb01704c7a55d645;2018-07-01 13:23:27;2018-07-01 21:37:47;Organic
a4f8576acece80dbb80c39f8b93b156ee3575977ea0a48062b77da485b9bff9d;2018-07-01 13:24:18;2018-07-01 13:35:32;Referral
00a3341c6c840e8eda68154bfce5beeeec0f7e46fccbce6e443054760c500a6b;2018-07-01 13:31:45;2018-07-01 13:40:42;Facebook Installs
9c7e9a25c1357c1fbc6cc12bbb6650495539d41aa89865bf01e2b4280e76af29;2018-07-01 13:33:02;2018-07-01 14:06:23;Organic
4ca069cc8d7fd446dede8a322e374fb4de592d2ff52c00aa3894ae4c1d0a1512;2018-07-01 13:36:57;2018-07-01 14:10:23;Organic
0813462e83f74cffb053fbd639790a5195537d0ab2a53eb7e046f6e30f4a6c48;2018-07-01 13:40:02;2018-07-02 15:35:30;Organic
9802989693c29623dd11790a4e50988fc36c96d610ff62ba8407fb5300a3eb7f;2018-07-01 13:53:01;2018-07-01 15:04:37;Organic
b6b26f33c3a835ceec431af0af216d253f4e37bc63839d79e59e1a3876926192;2018-07-01 13:55:46;2018-07-01 14:50:33;Organic
63f047ac9d8f1f085ab7ef8a9127d19dbde95a2e8ac9faa561c2bf759bee6ea8;2018-07-01 13:56:34;2018-07-01 14:06:23;Instagram Installs
fcc2271e78090e89cc07e62f8247009149301903fe8f63d206b95821f8bad21b;2018-07-01 14:00:31;2018-07-03 18:26:54;Organic
8ba77fed93fc605f84e9ee956112ae98eb8320691e79e4c86f8e41264ff19ea9;2018-07-01 14:03:20;2018-07-01 14:24:09;Facebook Installs
b4fd2057cc3c368f2cdcfbf848341f516cf77c7ba45715c351d96ecc276c8038;2018-07-01 14:10:48;2018-07-10 15:50:22;Organic
9142b92f92fc38efc2ca94da1ab05b2f8b1c764155c3c5e00787fd242704afec;2018-07-01 14:33:32;2018-07-07 11:42:40;Organic
e598ce2a0f6acc0787040fa5e2df47f5f6500555628be69f07e224aea726bc88;2018-07-01 14:34:47;2018-07-01 15:47:22;Instagram Installs
4eb586f8c7ca610b2bb90c70d0e9a74c89f25f50f570c0791ac7f557ede6ebb7;2018-07-01 14:35:49;2018-07-06 18:09:49;Organic
142f8f9dfcfbf84e2188eeaa836e6c513aacaa68387f2a7a3722f9103a66aa21;2018-07-01 14:36:57;2018-07-31 08:35:04;Organic
da76932e591cc7c07a1fc87f296a5caa54e0c6d8813990140d3313174f9e73d7;2018-07-01 14:41:30;2018-07-01 14:55:50;Facebook Installs
7ea8e290179c030ff6c1e34a28a5bdf4dd3661d494837925ae09db8176d45663;2018-07-01 14:42:50;2018-08-06 21:40:11;Organic
00e1b66c1716cffd01354c8512a5dd4676ee372d79e6ca565e7b54b1d314eb3e;2018-07-01 14:44:10;2018-07-02 08:44:20;Organic
99058f14f057104a8d16681a0a0b5ca4385940382fd51fb0ac1ba948708a4e4c;2018-07-01 14:45:48;2018-07-01 14:55:50;Organic
af541d18bfb2257d061bafe6ae52921829b9b49ebd0740988b00316f4ad0beab;2018-07-01 14:46:37;2018-07-02 18:27:42;Organic
6743a29d78f15f2ef1e35c5e8255dc41ec5f9479a3819bfaf60df600f39101b5;2018-07-01 14:49:34;2018-07-01 19:10:23;Organic
554da0f1c76cee7a77e3a8eeda363a586666d18fbf7a46694e528ee692e430d7;2018-07-01 14:51:12;2018-07-01 15:01:01;Instagram Installs
0474506ae3e0602a906a917eb2a8c3043d839daddd0312615503ba911956114e;2018-07-01 14:51:14;2018-07-01 15:57:53;Facebook Installs
af186e6415c281c43e1106ac772ce0aaf85b83b32c899630cd5f61225caf478a;2018-07-01 14:57:08;2018-07-01 15:05:19;Referral
4dfb7134c74ebda4d178f242e1bf634e6948468765c8a3e304ac60d2a502cb12;2018-07-01 14:58:23;2018-07-03 22:10:45;Coup Website
c28479e37f51ab9cb291251e895b14f4211e8cc5467d93093e8df00352a923b8;2018-07-01 15:06:07;2018-07-01 19:54:44;Organic
c8c7c5060758a10961b7dd0aade3686968cf44f58e41c2b96350e0bb29ce0944;2018-07-01 15:06:23;2018-07-01 16:50:27;Organic
14957c99eb70b22687b944c2aca33dd7f6ed1b3038d8c5fb930e3de68ed7cfbb;2018-07-01 15:12:24;2018-07-05 12:35:12;Organic
15086ae78220c7b6aa4230619163abc8b4dfaa5754c13eabc9b19437b9fab5d0;2018-07-01 15:15:30;2018-07-02 12:38:39;Facebook Installs
4eaa69564b6759f349a6f6c32cf6c8807acf0abf42462c49b2938edb7b382b11;2018-07-01 15:16:53;2018-07-01 15:26:47;Organic
8b892a42414e2dc7dbb09b9c8bb35530481de0f8eb4d6b803f7928dbcd8a3594;2018-07-01 15:17:53;2018-07-01 15:35:27;Facebook Installs
ffb4dcd2fdb6129bf97164e2d54247f342b689bce22d0b788438165a434e1b86;2018-07-01 15:30:42;2018-07-15 00:32:34;Facebook Installs
035a51672cf6fcce44ac60544f2bd5294083a76ee45e7de330d66ea15500f84f;2018-07-01 15:34:34;2018-07-01 16:12:10;Organic
995a4ffe921b8a1403a8ca247ff504a67dee71a97ec43506c124d61f13bce52c;2018-07-01 15:34:34;2018-07-01 15:45:24;Organic
e4ed591061bc9cfb48eaca942b52f37dcebcdf1165d53a8cf97298500229b937;2018-07-01 15:34:40;2018-07-01 16:14:03;Adwords UAC Installs
cf24d7e4a2e989a868e20addd3c79f02c4ca738d8e77edbe0c72a1155d1061e6;2018-07-01 15:47:59;2018-07-27 17:49:19;Organic
067fffc7dda2ed3ecc2dc7c8596108ab9e44c55ca34c9409330a5b9e0f09cc1a;2018-07-01 15:49:04;2018-07-01 16:27:50;Unknown
273bbebb314bf8b968fdef10a7de50c0dac15e31352fbf45c0f6cfdd85fba35d;2018-07-01 15:53:38;2018-07-01 16:00:34;PAR - AFILIZA - 05-2018
6b9c802782fa075bc9a3b264865b8c652c1961b9a2093a867482f81d55063088;2018-07-01 15:56:22;2018-07-01 16:15:40;Organic
5b60fbe312701872188a7cd5ab2033c46dfe69fea70398cd8053c96e14285735;2018-07-01 16:01:51;2018-07-02 15:06:41;Organic
4732500cc12b35d9a118c19ced3087a1baa6a54ae973a4c6d6406408ed6a6aa1;2018-07-01 16:01:56;2018-07-02 14:00:38;Organic
8f50d6694e34e5f60cba5831788b0f76997ccc98dff9b7a276d57bc7cf03279a;2018-07-01 16:04:47;2018-07-04 18:31:09;Organic
af498362f041c315916c3719d1f3fe19ba2e87eff59c94eb7ab093aa227a81fe;2018-07-01 16:13:23;2018-07-03 17:00:09;Organic
c9e80295fbda28ffe9c7d49d990b2bd704e366fdd5ac6cbda36b3e06e3857a3a;2018-07-01 16:20:20;2018-07-01 16:31:46;Organic
b32b22d1f262a5214b7a59ac43588a0d2d1f4e24d69936b5416c95b38961ebb2;2018-07-01 16:48:08;2018-07-01 21:20:36;Organic
c24c5bd95144dd5d8e4fccbfd3007a9cbc000510c16b119ec290d9568bb6c7a6;2018-07-01 16:59:04;2018-07-09 21:00:28;Organic
19b736a3f862b6cdfcf2b965c2ced00fd8fd0b68194d3df1c8d187d9ecb5ff23;2018-07-01 17:00:06;2018-07-18 23:10:23;Adwords UAC Installs
d421f5bd9e6448ba43df77ea2396ac05912cf1ed2f6824dfd66bd670d49dd452;2018-07-01 17:07:58;2018-07-02 19:45:28;Instagram Installs
b788147c1141b2ebd58ddca8d09c4ca3cdbd645291715c3de01791c62f627aa0;2018-07-01 17:11:08;2018-07-01 17:24:33;Adwords UAC Installs
0d74eaa230ad09527fb8ddabc51eedac4fce54e8e616865de581c13e9cef4243;2018-07-01 17:11:35;2018-07-13 19:00:44;Facebook Installs
d2d34771619f098d96ad4b35b766341942eacffa5c0e38940975a4b9efc8ef80;2018-07-01 17:14:10;2018-07-01 18:55:26;Instagram Installs
96054b9e0c7a76237186446fe7ced0e97bd28e3ec8fb8c47d4401506fea1f750;2018-07-01 17:20:13;2018-07-01 19:15:33;Instagram Installs
cfe483ff903227e0b55eadaecf040e17d4f6e3ed0b1fb0c413dd71d898bc865d;2018-07-01 17:26:32;2018-07-01 17:39:04;Organic
0b7967ff923acb0f6e1696f146c118f7ba71fb7a3398bf52ddd21d8f5611522f;2018-07-01 17:34:18;2018-07-01 19:30:26;Organic
764509140bb6214bf545aa594a721d0001fac37886ed965d075a349361e50e56;2018-07-01 17:42:54;2018-07-01 18:25:02;Facebook Installs
02b4e65fd74e03076c6d7b5fc89740d33df9d987b8fcfa50a88c5499ecaf1d68;2018-07-01 17:43:12;2018-07-01 17:55:24;PAR - AFILIZA - 05-2018
bd20748a910174b1dcd78533ae4af9eb9b9796afe53c0646abb813ecf5a6d578;2018-07-01 17:45:19;2018-07-02 23:15:40;Coup Website
f6fc4ca6ddb7144e217daca4adc74a8d1a7796b3a43e6538424de69a30f01aaa;2018-07-01 17:50:37;2018-07-01 18:15:15;Organic
5cb596b9c18bf162821e4e6b7025096b83cfe0fd86e2c64f2ef52999eda479c0;2018-07-01 17:52:25;2018-07-02 16:35:03;Instagram Installs
5bf79baad2f0b6a7b53a3f953ff949f0f6ab6329db56399acaa7a98c87c44093;2018-07-01 17:55:48;2018-07-22 11:45:33;Organic
76de04a4fe5f9bef7ee0b7754fc35b1585984f002f926c99b394aeb6d5c52eca;2018-07-01 17:57:46;2018-07-08 19:17:17;Email
166679efdca5f5d890dd97157c2e023514454cc6c0a0c2ada58dc85a0671c2b0;2018-07-01 18:01:16;2018-07-04 18:45:14;Organic
c33a30a18e80b6eaa78d4d34655417f1bb9d123cc901bcc99376c0e6cece679e;2018-07-01 18:05:56;2018-07-01 18:15:15;Facebook Installs
036681049510522841a8e9f57ae920de97d20fb1d0cd2d9425694ed9dc71d146;2018-07-01 18:09:02;2018-07-01 20:26:19;Organic
98d82516870e97c387c8909473f736883f5ee103889456a3ca1b7c9c8b4fe46e;2018-07-01 18:11:08;2018-07-01 20:54:12;Organic
cd9e82ac7555c205fb13efeb5e82593c99ccc1938963ff2bf8bcf8c5cc0947ea;2018-07-01 18:16:05;2018-07-01 18:25:25;Organic
dc7af32873801afd4293d2e0c8638c7ca846d2ae4e28115042ffd609f04d648b;2018-07-01 18:22:04;2018-07-09 21:30:31;PAR - AFILIZA - 05-2018
ff2c2c0455b6c816874a9d6cda5219eb12092a1bdc1a14e8f387c3b6142b0106;2018-07-01 18:23:01;2018-07-20 22:18:24;Facebook Installs
f7e53d0338f453d24fb5ce6437c1d7e9a470e9a59d19e172638a51a89813d4ce;2018-07-01 18:38:53;2018-07-01 18:50:23;Referral
d07a63b562badf63e87e420543778b1a2c97827b596f27993daf5d7faab891f8;2018-07-01 18:41:56;2018-07-02 21:20:23;Organic
09d6e46e5a4e74c63acd32c8e12fde62ca139e6852fe3c405a5b20d4a55db44a;2018-07-01 18:42:05;2018-07-01 21:10:50;Organic
d7455e71928bebf36b19c268f715c339cfdb38a91ba11d86fa17c6db55538821;2018-07-01 18:44:44;2018-07-06 22:55:35;Adwords UAC Installs
3e0f77e1a7728636fa5dbf1bf57f9784efc542ba56514e2cb7a03b3f09660303;2018-07-01 18:46:39;2018-07-01 18:56:43;Adwords UAC Installs
08a92a1579f3a2038fcc851ac84f4f6e81369cd0c2cdc6c0c8fb308f5aaea3c9;2018-07-01 18:57:16;2018-07-02 22:18:04;Facebook Installs
0e77fe9d408b125000e991757752c2ffab7f04f6191a92e81b476b4f0da01375;2018-07-01 19:20:09;2018-07-01 19:36:26;Organic
a760c0474a3b820ff02bcc8784f2f6fa5fa3ff511cca6d2e761cc41800d74480;2018-07-01 19:20:21;2018-07-01 20:18:59;Organic
238821eb88809caba2d9cacc0a0e32cd41d47beaf72552c9023d82912fa122c4;2018-07-01 19:21:42;2018-07-01 19:49:54;Organic
e28fc2f78ebdc1a97a15e73c70475edff72828eb881acd8be71f96aff8df49f5;2018-07-01 19:22:18;2018-07-01 19:32:20;PAR - AFILIZA - 05-2018
f74ee06f5c06bcb4c531635de1b32e8ee8465fc5ffedb423098c513dfed7333e;2018-07-01 19:23:04;2018-07-02 13:12:43;Organic
0a5d4cbba05fe1da5ed68bb04e9b6f70c1928c450ec0390d540edc6824c37805;2018-07-01 19:24:51;2018-07-01 19:35:20;Organic
19de1aa1afc07a4bb4228629d888ab31e07f592109cd5ffc74dae53229cefb6c;2018-07-01 19:28:07;2018-07-08 11:58:22;Organic
fb23941980c2b4256e9a02091307736b99eeff00eadfd3d9f3146b0a419193a5;2018-07-01 19:32:16;2018-08-24 18:25:19;Organic
d362ec2bfb777de34861642e9c70fb103268852e1c28b65af8d06bcbd898d224;2018-07-01 19:33:11;2018-07-01 19:50:25;Instagram Installs
f1baa0144ae5551f8a829902f21a88fb1f264a9012c7635ebd35bcf0d947a1e4;2018-07-01 19:38:39;2018-07-07 09:35:21;Facebook Installs
6798ec4d4e9e1d24abdc38c5170cca43ab2b82a6ff9ca4ebed6a4c8f95016be6;2018-07-01 19:38:55;2018-07-01 20:59:10;Organic
0fe8ec8f3f5e9f95fcf81b93d96ee4244ed99f152fea2f40f5432b2e258c3712;2018-07-01 19:45:37;2018-07-02 15:19:50;Facebook Installs
fb790215413877ff667c1242a93179cee936390b478de87bb1455415217d3a90;2018-07-01 19:47:07;2018-07-14 21:10:38;Adwords UAC Installs
0e90e03061d87febad0537be62b62715ff7c4071e72b4d3fe8f20b6f22ac3a0b;2018-07-01 19:57:28;2018-07-01 20:05:33;Facebook Installs
dd9a87966c657d27ca13e009c747b449ed101df10ea273a98105e13fd45cc588;2018-07-01 20:11:08;2018-07-01 20:20:12;Organic
36c3b1cee7171af53d5c81b026974f0e8c09f7b1fcd213b4a827e2b9dd4a62c9;2018-07-01 20:20:58;2018-07-01 20:35:15;Organic
0fcf5da28052d42bec59589f23f1331acffeeea5a36c5f1908b8442b92e49cea;2018-07-01 20:23:57;2018-07-08 17:18:51;Organic
03dcb8fbc3e314ace23a315b59e486e0f8217190ce516cd4c2fd330419a03d38;2018-07-01 20:28:19;2018-07-02 16:55:09;Organic
96033db1cbf6251d86941e72576a8c4df3e5e5d81621e4164f87ede5d16fb1dd;2018-07-01 20:30:50;2018-07-01 20:40:14;Instagram Installs
ac852b181046c600a04870473bf6da9a5764833a95b61238df98b34805838c19;2018-07-01 20:53:14;2018-07-02 16:36:34;Organic
cf4d49bf2a107e4e7be1aafec79a5a2400f6daba5b39a5c4b3e8ad619172e6fa;2018-07-01 21:02:38;2018-07-02 11:39:25;Organic
0371107d1863d1c24fa8b49f3597cc2dc40abd59b0d578b3a67accbb1cf16eaf;2018-07-01 21:09:37;2018-07-01 21:20:36;Organic
3e965f149d91362aedda12e290279d16a3935db29d9406fd85d3cdb831b46ab5;2018-07-01 21:15:47;2018-07-01 22:19:09;Instagram Installs
e8479560d401778d6c0c3a5ffe5301be2dbda261b766529d26a3757a32984fac;2018-07-01 21:23:10;2018-07-24 13:06:01;Organic
0cf0b5d0ea47f64b29293b713f16de5b83bb64fdf72800a8b2a3641239e2298b;2018-07-01 21:23:43;2018-07-01 21:35:26;Organic
6df3af722194336afdce7d56afd7daf1ccd7206b866520af00b7d9c268e05c16;2018-07-01 21:31:32;2018-07-27 09:30:43;Organic
f26d04b1508738a4b5dd8119ea36bf36e141ece2ced2ed3e2f0fb371f23bacd2;2018-07-01 21:38:51;2018-07-01 23:25:28;Organic
176edd9f2113207ee6171b8e0be4ec275eef3165285f66885c3efd7ceb3ca289;2018-07-01 21:58:01;2018-07-02 21:42:09;Organic
69ba64117c093b77b7bbc6bcc9404c5895be80f4fb120fa1fa03b85477754a11;2018-07-01 22:09:40;2018-07-03 20:42:56;Organic
dad0f115bef7db3c60698d286d4214e6be4f501ca7b4e546f418259e8598246c;2018-07-01 22:17:32;2018-07-04 08:33:03;Organic
d19fb2cf6b0ed6a05a7e18ed3a57f31bc2e4d0d3a26a4f174d6508e6c0d2ebe5;2018-07-01 22:21:02;2018-07-02 10:18:07;Organic
eb2e2a5babda15f97fc70cbedac767e5231ceb1f68bd3232ae2dfaf3eda078c8;2018-07-01 22:38:55;2018-07-01 23:20:15;Organic
2e29b6f0f1308abb709de80a0ceaf1f075ccc8bb883eeae09943f55920780bce;2018-07-01 22:41:33;2018-07-02 08:41:12;Adwords UAC Installs
e53e562dd9beb091c5d73b6c1a3e6036cf4b40426ad537a3fd3dd6c800e48f88;2018-07-01 22:59:57;2018-07-02 12:05:23;Organic
35bb922066fd26b7a004369841b8a79b74f4d6fe0529bfca8680b12b9c161f69;2018-07-01 23:01:09;2018-07-02 07:30:15;Organic
5f1423e6fcd80b9a8a31641a29af9fb91617254ca5741be29db66b3074593b45;2018-07-01 23:02:33;2018-07-02 07:52:57;Organic
22046cfd2e58d29b20b9b209a1a0a06b72e711e1649a185509edbf68bc90be3d;2018-07-01 23:36:06;2018-07-02 19:04:34;Facebook Installs
06378ac7339398143b70bfe219a4f0e74ac1fa17d7f763786a3d1b18672eb235;2018-07-01 23:45:45;2018-09-03 17:45:17;Adwords UAC Installs
9b46f29097efd838e45d4ddada3add93de4f4e649dc208fa190b6fec6eb5b5e9;2018-07-02 00:33:16;2018-07-03 14:20:47;Facebook Installs
690f8fd9ca97e1ece93bf716f8c45ec120f9a8ee7bc53de3fbf881131134d651;2018-07-02 00:55:59;2018-07-02 01:05:20;Organic
1a95d81682d4c0689fd2c9a00de3ba4b658bca4988e6664fd361796ce4902d5d;2018-07-02 02:39:28;2018-07-02 02:50:24;Organic
ba84868039e5b1628272f12a5ed0fbec9a2bdc48ea0509ec614fbb69c30e7abd;2018-07-02 02:47:48;2018-07-02 22:28:31;Organic
efd1f8beaa75133878bbe8c3014257d029b9bff17d1abe4c60901d63f3f87415;2018-07-02 05:37:58;2018-07-02 18:37:47;Organic
e28a330fa492c8b9c3cbd7c7b21a6da10fb03b1daa8f90326ce753bf07c78342;2018-07-02 06:31:42;2018-07-18 12:00:18;Facebook Installs
00ef1e48e4f0ba8d6c609442e9dc7df2eed50797d9570fe207c71239c3e79f70;2018-07-02 07:25:15;2018-07-03 15:39:23;Facebook Installs
df44b60991f23bb4fa4c1e005116fe7dd0f6d5bbbe0a144bfb479a32e2684e9a;2018-07-02 07:54:27;2018-07-02 08:10:28;Instagram Installs
abaa230d23d00dfaede83637524efb17ef4f1d6e470bb5f63269b2b1874147e4;2018-07-02 07:57:18;2018-07-03 14:28:33;Organic
712b62f3efe9e31049826d7e74933183423fe51746817964a3caf45ae622169b;2018-07-02 08:01:21;2018-07-02 08:10:18;Instagram Installs
a3d6fec64ead70226a75990c7a2a1259c4291cc4902cded6bef60e75c2fdfc2c;2018-07-02 08:04:18;2018-07-02 08:48:59;Adwords UAC Installs
d0c6778b3cd95638548c9dd306a636b0fbe1ebd68023e377f9355eb7ce6fbf55;2018-07-02 08:36:18;2018-07-18 10:56:30;Organic
fc5c0cef9522cc9a83d9c297404cb146d04c22e98f021abfd70d46caa80aef69;2018-07-02 09:07:05;2018-07-08 10:45:29;Organic
47b11f3acac4173f869e1a72de071c531f057e53ec9dac0fcf2bf074a8ff494a;2018-07-02 09:22:03;2018-07-02 09:33:31;Facebook Installs
